ISO3,Country / Territory,Year,Disaster Internal Displacements (Raw),Hazard Type
IDN,Indonesia,2020,64,Flood
IDN,Indonesia,2020,50,Flood
IDN,Indonesia,2020,65,Flood
IDN,Indonesia,2020,1808,Flood
VNM,Vietnam,2020,223,Storm
PHL,Philippines,2020,100,Storm
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,127,Flood
VNM,Vietnam,2020,7,Mass Movement
VNM,Vietnam,2020,4,Storm
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,2846,Flood
PHL,Philippines,2020,298091,Storm
IDN,Indonesia,2020,600,Flood
VNM,Vietnam,2020,4,Flood
PHL,Philippines,2020,1772,Flood
IDN,Indonesia,2020,1069,Flood
IDN,Indonesia,2020,33,Mass Movement
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,4,Flood
VNM,Vietnam,2020,4,Storm
VNM,Vietnam,2020,7,Flood
VNM,Vietnam,2020,720,Wildfire
PHL,Philippines,2020,13,Flood
VNM,Vietnam,2020,43,Mass Movement
IDN,Indonesia,2020,29,Storm
PHL,Philippines,2020,76,Mass Movement
IDN,Indonesia,2020,1211,Flood
VNM,Vietnam,2020,11,Storm
VNM,Vietnam,2020,14,Storm
IDN,Indonesia,2020,7233,Flood
IDN,Indonesia,2020,4046,Flood
IDN,Indonesia,2020,55,Flood
VNM,Vietnam,2020,18,Storm
IDN,Indonesia,2020,14483,Flood
IDN,Indonesia,2020,221,Flood
VNM,Vietnam,2020,7,Flood
IDN,Indonesia,2020,78,Flood
VNM,Vietnam,2020,61,Storm
IDN,Indonesia,2020,532,Flood
IDN,Indonesia,2020,905,Flood
VNM,Vietnam,2020,238,Storm
IDN,Indonesia,2020,689,Flood
PHL,Philippines,2020,30,Flood
VNM,Vietnam,2020,504,Storm
PHL,Philippines,2020,4428,Mass Movement
PHL,Philippines,2020,1369,Earthquake
PHL,Philippines,2020,645,Flood
PHL,Philippines,2020,1650,Flood
VNM,Vietnam,2020,4,Storm
VNM,Vietnam,2020,4,Storm
VNM,Vietnam,2020,14,Flood
VNM,Vietnam,2020,11,Mass Movement
PHL,Philippines,2020,461,Storm
IDN,Indonesia,2020,138,Flood
IDN,Indonesia,2020,253,Flood
IDN,Indonesia,2020,36,Flood
IDN,Indonesia,2020,2483,Flood
IDN,Indonesia,2020,221,Flood
IDN,Indonesia,2020,473,Flood
PHL,Philippines,2020,463,Flood
IDN,Indonesia,2020,29,Flood
PHL,Philippines,2020,933,Flood
IDN,Indonesia,2020,658,Flood
IDN,Indonesia,2020,181,Flood
IDN,Indonesia,2020,4,Flood
VNM,Vietnam,2020,151,Storm
VNM,Vietnam,2020,11,Storm
VNM,Vietnam,2020,40,Storm
VNM,Vietnam,2020,54,Storm
PHL,Philippines,2020,169,Flood
VNM,Vietnam,2020,158,Storm
IDN,Indonesia,2020,720,Flood
IDN,Indonesia,2020,101,Earthquake
IDN,Indonesia,2020,901,Flood
IDN,Indonesia,2020,11,Flood
IDN,Indonesia,2020,51,Storm
IDN,Indonesia,2020,104,Flood
PHL,Philippines,2020,2075,Flood
IDN,Indonesia,2020,4,Flood
IDN,Indonesia,2020,279,Flood
IDN,Indonesia,2020,1500,Flood
IDN,Indonesia,2020,2,Flood
IDN,Indonesia,2020,16308,Flood
IDN,Indonesia,2020,22,Storm
IDN,Indonesia,2020,210,Flood
IDN,Indonesia,2020,5,Flood
PHL,Philippines,2020,268,Flood
PHL,Philippines,2020,20,Storm
PHL,Philippines,2020,29,Storm
IDN,Indonesia,2020,33,Storm
IDN,Indonesia,2020,40,Storm
IDN,Indonesia,2020,101,Flood
VNM,Vietnam,2020,32,Mass Movement
PHL,Philippines,2020,80,Storm
VNM,Vietnam,2020,7,Flood
IDN,Indonesia,2020,7,Mass Movement
IDN,Indonesia,2020,550,Storm
IDN,Indonesia,2020,11,Flood
IDN,Indonesia,2020,4,Flood
IDN,Indonesia,2020,199,Flood
IDN,Indonesia,2020,3063,Flood
IDN,Indonesia,2020,27,Flood
IDN,Indonesia,2020,494,Flood
PHL,Philippines,2020,4094,Flood
IDN,Indonesia,2020,8,Storm
IDN,Indonesia,2020,17,Flood
IDN,Indonesia,2020,543,Flood
PHL,Philippines,2020,800,Flood
PHL,Philippines,2020,8,Storm
IDN,Indonesia,2020,14,Storm
IDN,Indonesia,2020,257,Flood
VNM,Vietnam,2020,55202,Storm
IDN,Indonesia,2020,1306,Flood
PHL,Philippines,2020,250,Flood
PHL,Philippines,2020,8,Flood
IDN,Indonesia,2020,7,Storm
PHL,Philippines,2020,8,Flood
PHL,Philippines,2020,4335,Flood
IDN,Indonesia,2020,60,Flood
IDN,Indonesia,2020,25,Flood
IDN,Indonesia,2020,1266,Flood
IDN,Indonesia,2020,100,Flood
IDN,Indonesia,2020,125,Flood
IDN,Indonesia,2020,253,Flood
IDN,Indonesia,2020,80,Flood
IDN,Indonesia,2020,501,Flood
PHL,Philippines,2020,4915,Flood
PHL,Philippines,2020,31358,Storm
IDN,Indonesia,2020,1000,Flood
IDN,Indonesia,2020,3599,Flood
IDN,Indonesia,2020,900,Flood
IDN,Indonesia,2020,7,Earthquake
IDN,Indonesia,2020,11,Storm
PHL,Philippines,2020,755,Mass Movement
PHL,Philippines,2020,1250133,Storm
VNM,Vietnam,2020,13167,Storm
PHL,Philippines,2020,678,Flood
IDN,Indonesia,2020,351,Storm
IDN,Indonesia,2020,5677,Flood
IDN,Indonesia,2020,2107,Flood
IDN,Indonesia,2020,10,Flood
PHL,Philippines,2020,1559917,Storm
VNM,Vietnam,2020,324780,Storm
PHL,Philippines,2020,4060,Flood
IDN,Indonesia,2020,266,Flood
IDN,Indonesia,2020,2009,Volcanic activity
IDN,Indonesia,2020,22,Storm
IDN,Indonesia,2020,2,Earthquake
PHL,Philippines,2020,1489,Flood
VNM,Vietnam,2020,13923,Storm
IDN,Indonesia,2020,261,Flood
PHL,Philippines,2020,623005,Storm
VNM,Vietnam,2020,395360,Storm
IDN,Indonesia,2020,74987,Flood
IDN,Indonesia,2020,2,Flood
IDN,Indonesia,2020,398,Flood
PHL,Philippines,2020,1074,Storm
IDN,Indonesia,2020,3222,Flood
IDN,Indonesia,2020,550,Volcanic activity
VNM,Vietnam,2020,5674,Flood
VNM,Vietnam,2020,247601,Storm
IDN,Indonesia,2020,100,Mass Movement
IDN,Indonesia,2020,400,Flood
IDN,Indonesia,2020,1281,Flood
IDN,Indonesia,2020,7168,Flood
IDN,Indonesia,2020,181,Flood
IDN,Indonesia,2020,9023,Volcanic activity
PHL,Philippines,2020,10884,Flood
PHL,Philippines,2020,8509,Flood
VNM,Vietnam,2020,216,Flood
IDN,Indonesia,2020,456,Flood
IDN,Indonesia,2020,1101,Flood
PHL,Philippines,2020,145,Storm
PHL,Philippines,2020,10778,Flood
PHL,Philippines,2020,6424,Storm
PHL,Philippines,2020,93,Storm
VNM,Vietnam,2020,7,Storm
IDN,Indonesia,2020,80,Flood
PHL,Philippines,2020,93217,Storm
IDN,Indonesia,2020,2308,Flood
IDN,Indonesia,2020,445,Flood
IDN,Indonesia,2020,9,Flood
IDN,Indonesia,2020,30,Flood
IDN,Indonesia,2020,1200,Flood
PHL,Philippines,2020,2071,Flood
PHL,Philippines,2020,75,Storm
PHL,Philippines,2020,10962,Storm
VNM,Vietnam,2020,68,Earthquake
IDN,Indonesia,2020,397171,Flood
VNM,Vietnam,2020,202735,Storm
IDN,Indonesia,2020,172,Volcanic activity
VNM,Vietnam,2021,7,Storm
PHL,Philippines,2021,4,Storm
PHL,Philippines,2021,13852,Storm
PHL,Philippines,2021,228,Flood
VNM,Vietnam,2021,7,Mass Movement
PHL,Philippines,2021,57,Storm
VNM,Vietnam,2021,7,Flood
VNM,Vietnam,2021,1000,Storm
PHL,Philippines,2021,105,Flood
PHL,Philippines,2021,650,Flood
PHL,Philippines,2021,267,Earthquake
VNM,Vietnam,2021,68,Storm
PHL,Philippines,2021,629,Flood
PHL,Philippines,2021,1894,Flood
VNM,Vietnam,2021,7,Storm
PHL,Philippines,2021,85,Flood
VNM,Vietnam,2021,656,Flood
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,71,Mass Movement
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,6238,Storm
VNM,Vietnam,2021,61,Storm
PHL,Philippines,2021,605,Flood
VNM,Vietnam,2021,72,Storm
VNM,Vietnam,2021,22,Storm
VNM,Vietnam,2021,68,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,11,Mass Movement
VNM,Vietnam,2021,54,Storm
PHL,Philippines,2021,1151,Flood
VNM,Vietnam,2021,7,Storm
PHL,Philippines,2021,271,Storm
VNM,Vietnam,2021,7,Mass Movement
PHL,Philippines,2021,120,Storm
PHL,Philippines,2021,1240,Flood
PHL,Philippines,2021,90,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,40,Flood
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,590,Flood
PHL,Philippines,2021,7717,Flood
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,2075,Storm
VNM,Vietnam,2021,7,Storm
VNM,Vietnam,2021,14,Storm
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,85,Storm
PHL,Philippines,2021,1583,Flood
PHL,Philippines,2021,22433,Volcanic activity
PHL,Philippines,2021,63,Storm
PHL,Philippines,2021,4,Storm
VNM,Vietnam,2021,4,Mass Movement
PHL,Philippines,2021,66,Storm
PHL,Philippines,2021,1866,Storm
PHL,Philippines,2021,7094,Flood
PHL,Philippines,2021,122,Earthquake
PHL,Philippines,2021,190,Flood
PHL,Philippines,2021,400,Flood
PHL,Philippines,2021,906,Flood
PHL,Philippines,2021,570,Flood
PHL,Philippines,2021,280,Flood
VNM,Vietnam,2021,11,Mass Movement
PHL,Philippines,2021,605,Flood
PHL,Philippines,2021,14106,Flood
PHL,Philippines,2021,89,Storm
PHL,Philippines,2021,242,Flood
PHL,Philippines,2021,200,Volcanic activity
PHL,Philippines,2021,285,Flood
PHL,Philippines,2021,605,Flood
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,22,Mass Movement
PHL,Philippines,2021,1392,Storm
PHL,Philippines,2021,2158,Flood
VNM,Vietnam,2021,18,Storm
VNM,Vietnam,2021,7,Storm
PHL,Philippines,2021,144,Flood
PHL,Philippines,2021,80,Storm
PHL,Philippines,2021,1250,Flood
VNM,Vietnam,2021,4,Storm
VNM,Vietnam,2021,11,Storm
PHL,Philippines,2021,149262,Storm
VNM,Vietnam,2021,728031,Storm
PHL,Philippines,2021,7675,Storm
VNM,Vietnam,2021,11,Storm
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,10,Mass Movement
VNM,Vietnam,2021,493,Storm
PHL,Philippines,2021,328,Flood
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,150,Storm
VNM,Vietnam,2021,472,Storm
VNM,Vietnam,2021,86,Storm
PHL,Philippines,2021,214603,Storm
PHL,Philippines,2021,10,Storm
VNM,Vietnam,2021,22,Mass Movement
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,328,Storm
PHL,Philippines,2021,5556,Flood
PHL,Philippines,2021,26795,Flood
PHL,Philippines,2021,485,Earthquake
PHL,Philippines,2021,2507,Flood
VNM,Vietnam,2021,4,Mass Movement
IDN,Indonesia,2021,5,Storm
IDN,Indonesia,2021,2,Storm
IDN,Indonesia,2021,14,Storm
VNM,Vietnam,2021,11,Mass Movement
PHL,Philippines,2021,204,Mass Movement
PHL,Philippines,2021,417,Flood
VNM,Vietnam,2021,11,Flood
PHL,Philippines,2021,400,Flood
IDN,Indonesia,2021,150,Storm
IDN,Indonesia,2021,98,Storm
IDN,Indonesia,2021,4169,Flood
PHL,Philippines,2021,314,Mass Movement
VNM,Vietnam,2021,223,Storm
VNM,Vietnam,2021,19,Flood
PHL,Philippines,2021,151750,Storm
PHL,Philippines,2021,8606,Storm
PHL,Philippines,2021,7998,Storm
VNM,Vietnam,2021,544,Flood
VNM,Vietnam,2021,126,Mass Movement
PHL,Philippines,2021,34149,Flood
PHL,Philippines,2021,35520,Flood
PHL,Philippines,2021,2005,Flood
PHL,Philippines,2021,293104,Flood
VNM,Vietnam,2021,2507,Flood
VNM,Vietnam,2021,4,Mass Movement
IDN,Indonesia,2021,171,Storm
PHL,Philippines,2021,49799,Storm
PHL,Philippines,2021,231538,Storm
VNM,Vietnam,2021,4,Storm
PHL,Philippines,2021,306,Flood
VNM,Vietnam,2021,799,Flood
VNM,Vietnam,2021,1429,Storm
VNM,Vietnam,2021,4,Flood
VNM,Vietnam,2021,7,Storm
PHL,Philippines,2021,274,Storm
VNM,Vietnam,2021,2088,Flood
PHL,Philippines,2021,142,Flood
IDN,Indonesia,2021,612,Wave action
PHL,Philippines,2021,1658,Flood
VNM,Vietnam,2021,770,Flood
IDN,Indonesia,2021,808,Mass Movement
IDN,Indonesia,2021,30,Mass Movement
IDN,Indonesia,2021,4838,Earthquake
IDN,Indonesia,2021,95057,Earthquake
IDN,Indonesia,2021,169,Earthquake
IDN,Indonesia,2021,38,Mass Movement
VNM,Vietnam,2021,259,Mass Movement
PHL,Philippines,2021,6254,Flood
IDN,Indonesia,2021,129,Mass Movement
IDN,Indonesia,2021,88,Storm
PHL,Philippines,2021,5,Flood
VNM,Vietnam,2021,69,Mass Movement
IDN,Indonesia,2021,15,Mass Movement
IDN,Indonesia,2021,4463,Mass Movement
IDN,Indonesia,2021,1602,Earthquake
IDN,Indonesia,2021,5,Storm
IDN,Indonesia,2021,1,Storm
IDN,Indonesia,2021,1160,Flood
PHL,Philippines,2021,300,Flood
PHL,Philippines,2021,5283,Flood
PHL,Philippines,2021,7503,Flood
VNM,Vietnam,2021,22363,Flood
PHL,Philippines,2021,1895,Flood
PHL,Philippines,2021,2100,Flood
PHL,Philippines,2021,590,Flood
PHL,Philippines,2021,1338,Flood
IDN,Indonesia,2021,125,Mass Movement
IDN,Indonesia,2021,8809,Earthquake
IDN,Indonesia,2021,19,Earthquake
IDN,Indonesia,2021,2074,Earthquake
IDN,Indonesia,2021,279,Storm
IDN,Indonesia,2021,35,Storm
PHL,Philippines,2021,4190,Flood
IDN,Indonesia,2021,376,Mass Movement
IDN,Indonesia,2021,62670,Flood
IDN,Indonesia,2021,5512,Flood
IDN,Indonesia,2021,20,Storm
IDN,Indonesia,2021,3,Storm
IDN,Indonesia,2021,15,Storm
IDN,Indonesia,2021,625,Storm
IDN,Indonesia,2021,9,Storm
IDN,Indonesia,2021,1997,Flood
VNM,Vietnam,2021,7076,Storm
PHL,Philippines,2021,600,Mass Movement
IDN,Indonesia,2021,15,Flood
PHL,Philippines,2021,421418,Storm
VNM,Vietnam,2021,79,Storm
PHL,Philippines,2021,280,Flood
IDN,Indonesia,2021,10565,Volcanic activity
IDN,Indonesia,2021,50,Storm
IDN,Indonesia,2021,1185,Flood
IDN,Indonesia,2021,175,Wave action
IDN,Indonesia,2021,150,Wave action
IDN,Indonesia,2021,190,Wave action
IDN,Indonesia,2021,3744,Flood
IDN,Indonesia,2021,15350,Flood
IDN,Indonesia,2021,1050,Earthquake
IDN,Indonesia,2021,1,Storm
IDN,Indonesia,2021,1,Wildfire
IDN,Indonesia,2021,8252,Flood
IDN,Indonesia,2021,355,Flood
PHL,Philippines,2021,3947651,Storm
VNM,Vietnam,2021,3694,Storm
IDN,Indonesia,2021,5217,Flood
IDN,Indonesia,2021,48814,Flood
IDN,Indonesia,2021,196825,Flood
IDN,Indonesia,2021,13300,Flood
IDN,Indonesia,2021,1038,Flood
IDN,Indonesia,2021,921,Flood
IDN,Indonesia,2021,2725,Flood
IDN,Indonesia,2021,7778,Flood
IDN,Indonesia,2021,150,Flood
IDN,Indonesia,2021,138300,Flood
IDN,Indonesia,2021,11374,Flood
IDN,Indonesia,2021,385,Flood
IDN,Indonesia,2021,1109,Flood
IDN,Indonesia,2021,667,Flood
IDN,Indonesia,2021,6517,Flood
IDN,Indonesia,2021,334,Flood
IDN,Indonesia,2021,9055,Flood
IDN,Indonesia,2021,67634,Flood
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,62,Mass Movement
IDN,Indonesia,2022,8,Storm
IDN,Indonesia,2022,45,Flood
IDN,Indonesia,2022,15,Flood
IDN,Indonesia,2022,15,Storm
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,78,Flood
IDN,Indonesia,2022,8,Flood
IDN,Indonesia,2022,387,Mass Movement
IDN,Indonesia,2022,27,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Flood
IDN,Indonesia,2022,31,Flood
PHL,Philippines,2022,97,Storm
PHL,Philippines,2022,50,Mass Movement
PHL,Philippines,2022,35,Flood
PHL,Philippines,2022,265,Storm
PHL,Philippines,2022,183,Storm
IDN,Indonesia,2022,20,Flood
IDN,Indonesia,2022,19,Storm
IDN,Indonesia,2022,89,Storm
IDN,Indonesia,2022,10,Mass Movement
IDN,Indonesia,2022,300,Flood
IDN,Indonesia,2022,175,Mass Movement
IDN,Indonesia,2022,4,Storm
VNM,Vietnam,2022,5,Flood
IDN,Indonesia,2022,350,Flood
IDN,Indonesia,2022,77,Mass Movement
PHL,Philippines,2022,26,Storm
IDN,Indonesia,2022,8,Storm
IDN,Indonesia,2022,10,Storm
IDN,Indonesia,2022,3,Wildfire
IDN,Indonesia,2022,4,Flood
IDN,Indonesia,2022,336,Flood
IDN,Indonesia,2022,456,Flood
IDN,Indonesia,2022,16,Flood
IDN,Indonesia,2022,54,Storm
IDN,Indonesia,2022,27,Storm
IDN,Indonesia,2022,200,Flood
IDN,Indonesia,2022,4,Mass Movement
VNM,Vietnam,2022,5,Storm
IDN,Indonesia,2022,3,Mass Movement
IDN,Indonesia,2022,50,Storm
VNM,Vietnam,2022,5,Storm
IDN,Indonesia,2022,15,Storm
IDN,Indonesia,2022,31,Flood
IDN,Indonesia,2022,235,Flood
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,19,Earthquake
IDN,Indonesia,2022,120,Storm
IDN,Indonesia,2022,8,Flood
IDN,Indonesia,2022,12,Mass Movement
IDN,Indonesia,2022,39,Storm
IDN,Indonesia,2022,7,Flood
IDN,Indonesia,2022,12,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,2,Flood
IDN,Indonesia,2022,1536,Earthquake
IDN,Indonesia,2022,293,Flood
IDN,Indonesia,2022,12,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,1194,Flood
IDN,Indonesia,2022,19,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,10,Flood
IDN,Indonesia,2022,23,Storm
IDN,Indonesia,2022,382,Storm
IDN,Indonesia,2022,19,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,151,Storm
IDN,Indonesia,2022,4,Flood
PHL,Philippines,2022,9565,Flood
IDN,Indonesia,2022,155,Flood
IDN,Indonesia,2022,105,Flood
IDN,Indonesia,2022,8,Mass Movement
IDN,Indonesia,2022,281,Flood
IDN,Indonesia,2022,474,Flood
IDN,Indonesia,2022,127,Storm
IDN,Indonesia,2022,185,Flood
IDN,Indonesia,2022,115,Flood
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,8,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,127,Storm
IDN,Indonesia,2022,58,Flood
IDN,Indonesia,2022,569,Mass Movement
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,8,Mass Movement
IDN,Indonesia,2022,50,Flood
IDN,Indonesia,2022,33,Flood
IDN,Indonesia,2022,17,Storm
IDN,Indonesia,2022,39,Flood
IDN,Indonesia,2022,90,Flood
IDN,Indonesia,2022,842,Flood
IDN,Indonesia,2022,4229,Flood
IDN,Indonesia,2022,297,Flood
IDN,Indonesia,2022,54,Storm
IDN,Indonesia,2022,19221,Earthquake
IDN,Indonesia,2022,51,Flood
VNM,Vietnam,2022,5,Storm
IDN,Indonesia,2022,31,Storm
IDN,Indonesia,2022,12,Mass Movement
IDN,Indonesia,2022,15,Flood
IDN,Indonesia,2022,50,Volcanic activity
IDN,Indonesia,2022,6085,Flood
IDN,Indonesia,2022,1000,Flood
IDN,Indonesia,2022,12,Mass Movement
IDN,Indonesia,2022,31,Flood
IDN,Indonesia,2022,2,Flood
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,8,Flood
IDN,Indonesia,2022,230,Flood
IDN,Indonesia,2022,620,Flood
IDN,Indonesia,2022,424,Flood
IDN,Indonesia,2022,177,Mass Movement
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,3,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,8,Storm
IDN,Indonesia,2022,12,Storm
IDN,Indonesia,2022,1,Flood
IDN,Indonesia,2022,75,Flood
VNM,Vietnam,2022,28,Storm
VNM,Vietnam,2022,9,Storm
IDN,Indonesia,2022,9,Storm
IDN,Indonesia,2022,22,Flood
VNM,Vietnam,2022,9,Storm
VNM,Vietnam,2022,9,Storm
VNM,Vietnam,2022,9,Storm
VNM,Vietnam,2022,19,Mass Movement
IDN,Indonesia,2022,1625,Flood
VNM,Vietnam,2022,9,Storm
IDN,Indonesia,2022,266,Earthquake
IDN,Indonesia,2022,148,Flood
IDN,Indonesia,2022,164,Storm
PHL,Philippines,2022,5,Storm
PHL,Philippines,2022,78,Storm
IDN,Indonesia,2022,19,Storm
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,12,Storm
PHL,Philippines,2022,170,Storm
PHL,Philippines,2022,13,Storm
IDN,Indonesia,2022,4,Flood
IDN,Indonesia,2022,5,Storm
IDN,Indonesia,2022,4,Flood
PHL,Philippines,2022,871490,Storm
PHL,Philippines,2022,356,Flood
IDN,Indonesia,2022,39,Mass Movement
VNM,Vietnam,2022,10,Storm
IDN,Indonesia,2022,31,Storm
VNM,Vietnam,2022,9,Mass Movement
IDN,Indonesia,2022,3,Mass Movement
IDN,Indonesia,2022,93,Storm
PHL,Philippines,2022,250,Flood
PHL,Philippines,2022,1813,Flood
PHL,Philippines,2022,23916,Flood
IDN,Indonesia,2022,46,Flood
IDN,Indonesia,2022,4,Storm
PHL,Philippines,2022,184,Flood
IDN,Indonesia,2022,150,Flood
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,8,Storm
IDN,Indonesia,2022,69,Flood
IDN,Indonesia,2022,221,Flood
IDN,Indonesia,2022,11,Flood
IDN,Indonesia,2022,19,Storm
VNM,Vietnam,2022,5,Mass Movement
VNM,Vietnam,2022,70,Storm
IDN,Indonesia,2022,15,Storm
IDN,Indonesia,2022,108,Mass Movement
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,8,Mass Movement
IDN,Indonesia,2022,179,Flood
IDN,Indonesia,2022,116,Storm
VNM,Vietnam,2022,32,Mass Movement
IDN,Indonesia,2022,8,Mass Movement
IDN,Indonesia,2022,5,Mass Movement
VNM,Vietnam,2022,22,Flood
VNM,Vietnam,2022,14,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,8,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,1,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,6,Mass Movement
IDN,Indonesia,2022,4,Mass Movement
VNM,Vietnam,2022,5,Mass Movement
PHL,Philippines,2022,625,Flood
PHL,Philippines,2022,289,Flood
PHL,Philippines,2022,1678,Flood
PHL,Philippines,2022,1,Earthquake
IDN,Indonesia,2022,15,Mass Movement
IDN,Indonesia,2022,229,Flood
VNM,Vietnam,2022,46,Mass Movement
VNM,Vietnam,2022,9,Mass Movement
IDN,Indonesia,2022,27670,Earthquake
VNM,Vietnam,2022,14,Mass Movement
VNM,Vietnam,2022,88,Mass Movement
PHL,Philippines,2022,285,Storm
PHL,Philippines,2022,7189,Flood
PHL,Philippines,2022,41,Flood
PHL,Philippines,2022,75540,Flood
PHL,Philippines,2022,2577,Flood
PHL,Philippines,2022,11600,Volcanic activity
PHL,Philippines,2022,15,Flood
PHL,Philippines,2022,39101,Flood
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,31,Storm
IDN,Indonesia,2022,4,Mass Movement
PHL,Philippines,2022,602,Volcanic activity
VNM,Vietnam,2022,23,Mass Movement
IDN,Indonesia,2022,19,Flood
IDN,Indonesia,2022,418,Mass Movement
IDN,Indonesia,2022,23,Flood
VNM,Vietnam,2022,10,Flood
IDN,Indonesia,2022,606,Flood
PHL,Philippines,2022,40,Flood
IDN,Indonesia,2022,6,Flood
IDN,Indonesia,2022,14,Mass Movement
PHL,Philippines,2022,234,Flood
PHL,Philippines,2022,135,Flood
VNM,Vietnam,2022,297,Storm
VNM,Vietnam,2022,172,Storm
PHL,Philippines,2022,9,Flood
PHL,Philippines,2022,55,Flood
IDN,Indonesia,2022,27,Flood
IDN,Indonesia,2022,576,Flood
PHL,Philippines,2022,137,Flood
IDN,Indonesia,2022,209,Flood
IDN,Indonesia,2022,220,Flood
IDN,Indonesia,2022,260,Flood
PHL,Philippines,2022,350,Flood
IDN,Indonesia,2022,12,Storm
IDN,Indonesia,2022,4,Mass Movement
IDN,Indonesia,2022,785,Flood
IDN,Indonesia,2022,9,Flood
IDN,Indonesia,2022,8,Flood
PHL,Philippines,2022,480,Flood
IDN,Indonesia,2022,15,Storm
VNM,Vietnam,2022,5,Storm
IDN,Indonesia,2022,4,Mass Movement
PHL,Philippines,2022,29,Flood
PHL,Philippines,2022,13630,Flood
IDN,Indonesia,2022,10,Flood
IDN,Indonesia,2022,8,Flood
PHL,Philippines,2022,6107,Storm
PHL,Philippines,2022,17,Flood
IDN,Indonesia,2022,4,Storm
IDN,Indonesia,2022,16,Mass Movement
IDN,Indonesia,2022,61,Flood
PHL,Philippines,2022,480,Flood
PHL,Philippines,2022,200042,Earthquake
PHL,Philippines,2022,4863,Flood
IDN,Indonesia,2022,23,Flood
PHL,Philippines,2022,241,Flood
IDN,Indonesia,2022,357,Flood
PHL,Philippines,2022,125,Flood
PHL,Philippines,2022,730,Flood
PHL,Philippines,2022,2485,Flood
VNM,Vietnam,2022,5,Storm
IDN,Indonesia,2022,350,Flood
VNM,Vietnam,2022,5,Storm
PHL,Philippines,2022,8,Flood
PHL,Philippines,2022,5166,Flood
IDN,Indonesia,2022,24,Mass Movement
PHL,Philippines,2022,8,Storm
VNM,Vietnam,2022,5,Storm
VNM,Vietnam,2022,10,Storm
VNM,Vietnam,2022,9,Storm
PHL,Philippines,2022,937,Flood
PHL,Philippines,2022,19,Flood
PHL,Philippines,2022,150,Mass Movement
IDN,Indonesia,2022,85,Storm
IDN,Indonesia,2022,4,Mass Movement
PHL,Philippines,2022,205,Flood
PHL,Philippines,2022,35,Storm
PHL,Philippines,2022,1769,Flood
IDN,Indonesia,2022,39,Storm
IDN,Indonesia,2022,54,Storm
IDN,Indonesia,2022,20,Flood
VNM,Vietnam,2022,65,Mass Movement
IDN,Indonesia,2022,2875,Flood
IDN,Indonesia,2022,7,Flood
